170,255,186
171,252,181
171,255,172
171,255,166
171,253,161
171,253,154
172,255,146
172,251,142
172,255,135
172,253,132
173,255,128
172,253,126
173,253,120
173,248,117
174,248,111
174,250,101
174,252,92
175,246,83
175,248,74
175,251,67
176,243,66
177,255,61
179,251,61
3,243,63
7,185,88
11,165,102
14,153,112
17,156,113
18,151,118
20,153,120
21,146,122
23,146,119
24,140,118
23,135,115
20,147,97
18,174,72
13,167,52
7,118,54
178,77,53
164,68,49
158,62,45
156,51,50
163,40,57
2,70,55
12,170,54
18,189,70
22,143,112
25,129,132
28,121,141
30,117,144
30,111,152
31,114,155
31,112,161
31,110,164
31,105,167
33,107,171
33,112,176
33,113,182
34,117,187
35,117,191
37,109,198
38,103,206
38,102,213
38,104,215
38,107,217
39,106,224
39,103,231
39,103,235
39,101,240
39,98,242
39,96,241
39,96,241
39,95,244
38,94,248
38,93,250
38,94,247
38,98,249
37,100,250
38,99,247
38,100,246
37,103,236
36,106,229
35,105,222
33,94,224
29,89,200
18,124,171
8,242,116
2,251,126
177,249,138
174,255,147
174,255,149
170,255,185
170,255,178
171,255,170
171,255,163
171,253,158
171,252,153
172,255,145
172,251,142
172,255,135
172,253,132
173,255,128
172,253,126
173,255,119
173,248,117
173,248,111
174,252,100
174,252,92
175,246,83
175,248,74
175,255,66
176,247,65
177,255,61
179,255,59
3,239,64
8,178,90
12,167,101
15,158,110
18,152,114
19,154,119
20,156,118
22,152,119
23,148,119
23,142,120
23,140,111
20,157,91
17,179,67
13,170,51
7,118,54
174,77,53
159,69,48
155,71,43
156,55,46
156,47,54
2,74,52
12,170,54
18,184,72
22,142,113
25,129,132
28,116,143
30,113,145
31,112,153
31,114,155
31,113,160
31,112,162
31,107,164
31,108,168
33,114,174
33,117,181
33,116,189
35,114,195
37,104,201
38,102,208
38,102,212
38,106,212
38,109,213
39,108,219
39,107,227
39,104,233
39,101,240
39,100,242
39,98,242
39,97,240
38,95,244
38,93,250
38,89,251
38,93,248
38,99,248
37,100,250
37,98,246
37,99,244
37,105,237
35,108,227
34,104,220
32,93,224
28,93,201
18,124,173
8,240,120
2,249,129
177,250,141
174,253,150
174,252,153
170,255,183
170,255,178
171,255,168
171,255,162
171,255,155
172,252,151
172,255,145
172,251,142
173,255,135
173,253,132
173,255,128
173,251,127
172,249,122
173,248,117
173,250,110
174,252,100
174,250,93
174,249,83
174,248,74
175,251,67
176,247,65
177,255,60
179,255,60
3,235,65
8,173,93
12,162,104
15,156,111
18,155,115
19,157,120
21,155,120
22,152,119
23,149,118
23,145,118
22,146,110
19,159,88
17,185,62
13,165,51
5,113,52
170,78,49
159,72,46
155,73,42
156,55,46
158,52,54
2,74,52
11,157,57
17,168,76
23,134,112
26,129,130
28,115,144
30,111,147
31,112,153
33,114,156
31,113,160
32,117,161
31,112,162
32,113,167
33,116,172
33,116,176
33,114,185
34,110,194
35,100,202
37,100,207
37,103,211
38,106,211
38,109,210
38,109,216
38,106,226
38,106,234
39,101,240
39,101,240
38,98,239
38,98,240
38,94,244
38,92,250
37,91,250
37,93,250
38,96,250
38,98,251
37,99,245
37,99,245
36,104,238
35,107,227
33,104,219
31,92,224
28,92,202
18,127,173
8,238,121
2,243,133
177,248,145
174,252,155
174,249,159
170,255,181
170,255,175
171,255,167
171,252,162
171,253,154
172,252,151
172,255,145
172,251,142
173,255,135
173,255,134
173,255,130
173,249,128
172,245,124
172,253,116
173,255,108
174,255,102
174,250,93
174,252,82
174,252,73
174,251,69
176,251,64
177,255,59
0,255,60
2,236,67
7,172,95
11,163,105
15,157,112
18,155,115
19,155,122
21,157,122
22,155,120
23,155,117
23,148,117
22,146,110
19,161,87
17,188,61
13,168,50
5,117,48
170,83,46
158,65,43
153,62,41
156,54,47
164,51,55
2,74,52
11,157,57
17,153,80
23,129,117
26,124,132
28,116,143
30,113,144
31,115,153
33,115,160
